,index,Netflix,Hulu,Prime Video,Disney+,title,budget,company,country,director,genre,rating,score,star,votes,writer,original_language,popularity,revenue,runtime,release_year,release_month,release_day,class,score_prediction
147,146,1.0,0.0,1.0,0.0,Bandits,75000000.0,Metro Goldwyn Mayer,USA,Barry Levinson,Comedy,PG-13,6.5,Bruce Willis,59767,Other,en,24.4,67631903,123.0,2001,10,12,0,6.0
148,147,1.0,0.0,0.0,0.0,DragonHeart,57000000.0,Universal Pictures,USA,Other,Action,PG-13,6.4,Other,82567,Other,en,31.8,115267375,103.0,1996,5,31,0,7.2
149,148,1.0,0.0,0.0,0.0,Soul Surfer,18000000.0,Other,USA,Other,Biography,PG,7.1,Other,38690,Other,en,19.2,47088990,109.0,2011,4,8,0,6.5
150,149,1.0,0.0,0.0,0.0,Big Miracle,40000000.0,Universal Pictures,USA,Other,Biography,PG,6.5,Other,16284,Other,en,8.3,24719215,107.0,2012,2,3,0,7.3
151,150,1.0,0.0,0.0,0.0,Deep Impact,75000000.0,Paramount Pictures,USA,Other,Action,PG-13,6.1,Other,142949,Other,en,34.1,140464664,120.0,1998,5,8,0,6.2
152,151,1.0,0.0,0.0,0.0,Red Dawn,65000000.0,Other,USA,Other,Action,PG-13,5.4,Other,65669,Other,en,11.7,38376497,103.5,2012,11,21,0,6.6
153,152,1.0,0.0,0.0,0.0,Jimmy Neutron: Boy Genius,30000000.0,Paramount Pictures,USA,Other,Animation,G,6.0,Other,26098,Other,en,12.7,80936232,82.5,2001,12,21,0,6.2
154,153,1.0,0.0,1.0,0.0,World Trade Center,63000000.0,Paramount Pictures,USA,Oliver Stone,Drama,PG-13,6.0,Nicolas Cage,71101,Other,en,24.7,162945894,128.5,2006,8,9,0,6.0
155,154,1.0,0.0,0.0,0.0,Mortal Kombat,18000000.0,New Line Cinema,USA,Other,Action,PG-13,5.8,Other,87449,Other,en,16.5,122195920,101.0,1995,8,18,0,6.3
156,155,1.0,0.0,0.0,0.0,Can't Hardly Wait,10000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.5,Other,39703,Other,en,11.4,25605015,100.0,1998,6,12,0,6.1
157,156,1.0,0.0,1.0,0.0,The First Wives Club,26000000.0,Paramount Pictures,USA,Other,Comedy,PG,6.2,Other,34852,Other,en,10.7,116400000,102.5,1996,9,20,0,6.4
158,157,1.0,0.0,0.0,0.0,Resident Evil: Extinction,45000000.0,Other,France,Other,Action,R,6.3,Other,164003,Other,en,12.1,148412065,94.0,2007,9,21,0,6.1
159,158,1.0,0.0,0.0,0.0,Open Season,85000000.0,Columbia Pictures,USA,Other,Animation,PG,6.2,Other,71708,Other,en,26.6,197309027,84.5,2006,9,29,0,6.3
160,159,1.0,0.0,0.0,0.0,Resident Evil: Apocalypse,45000000.0,Other,Germany,Other,Action,R,6.2,Other,166204,Other,en,29.9,129394835,94.0,2004,9,10,1,8.6
161,160,1.0,0.0,0.0,0.0,Kate & Leopold,48000000.0,Other,USA,Other,Comedy,PG-13,6.4,Other,69426,Other,en,11.9,0,118.0,2001,12,25,1,8.1
162,161,1.0,0.0,0.0,0.0,Burlesque,55000000.0,Other,USA,Other,Drama,PG-13,6.4,Other,66262,Other,en,22.9,89519773,119.0,2010,11,24,0,6.5
163,162,1.0,0.0,0.0,0.0,Mr. Church,8000000.0,Other,USA,Other,Comedy,PG-13,7.7,Other,18378,Other,en,7.8,0,104.0,2016,9,16,1,6.2
164,163,1.0,0.0,0.0,0.0,The Invention of Lying,18500000.0,Warner Bros.,USA,Other,Comedy,PG-13,6.4,Other,100113,Other,en,16.7,31912793,100.0,2009,10,2,1,6.8
165,164,1.0,0.0,0.0,0.0,Center Stage,29000000.0,Columbia Pictures Corporation,USA,Other,Drama,PG-13,6.7,Other,16665,Other,en,7.0,17200925,115.0,2000,5,12,1,6.7
166,165,1.0,0.0,0.0,0.0,Quartet,11000000.0,Other,UK,Other,Comedy,PG-13,6.8,Other,16946,Other,en,7.7,59520298,96.0,2013,3,1,0,6.2
167,166,1.0,1.0,1.0,0.0,Evolution,80000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.1,Other,106779,Other,fr,3.3,0,91.0,2001,6,8,1,6.7
168,167,1.0,0.0,0.0,0.0,The Iron Lady,13000000.0,Other,UK,Other,Biography,PG-13,6.4,Other,89368,Other,en,23.4,114956699,105.0,2012,1,13,0,6.1
169,168,1.0,0.0,0.0,0.0,Rugrats in Paris: The Movie,30000000.0,Paramount Pictures,Germany,Other,Animation,G,6.1,Other,9074,Other,Other,4.6,103,78.0,2000,11,17,0,6.2
170,169,1.0,0.0,0.0,0.0,Jersey Boys,40000000.0,Other,USA,Clint Eastwood,Biography,R,6.8,Other,27892,Other,en,14.2,67347013,134.0,2014,6,20,1,7.5
171,170,1.0,0.0,0.0,0.0,Elizabeth: The Golden Age,55000000.0,Universal Pictures,UK,Other,Biography,PG-13,6.9,Other,58376,Other,en,15.3,74237563,114.0,2007,10,12,0,6.4
172,171,1.0,0.0,0.0,0.0,The Green Hornet,120000000.0,Columbia Pictures,USA,Other,Action,PG-13,5.8,Other,143345,Other,en,31.7,227817248,109.5,2011,1,14,0,7.0
173,172,1.0,0.0,0.0,0.0,Dear John,25000000.0,Other,USA,Other,Drama,PG-13,6.3,Other,116974,Other,en,19.4,114977104,111.5,2010,2,5,0,6.7
174,173,1.0,0.0,1.0,0.0,Kiss the Girls,27000000.0,Paramount Pictures,USA,Other,Crime,R,6.6,Other,54753,Other,en,18.9,60527873,115.0,1997,10,3,0,5.9
175,174,1.0,0.0,0.0,0.0,Transcendence,100000000.0,Other,UK,Other,Drama,PG-13,6.3,Johnny Depp,191401,Other,en,59.0,103039258,119.0,2014,4,18,0,6.1
176,175,1.0,0.0,0.0,0.0,Stuart Little 2,120000000.0,Columbia Pictures Corporation,USA,Other,Animation,PG,5.4,Other,41070,Other,en,28.0,169956806,77.5,2002,7,19,0,6.1
177,176,1.0,0.0,0.0,0.0,Promised Land,15000000.0,Other,USA,Other,Drama,R,6.6,Matt Damon,32491,Other,en,13.6,8138788,103.0,2013,1,4,0,6.1
178,177,1.0,0.0,0.0,0.0,The Signal,4000000.0,Other,USA,Other,Sci-Fi,PG-13,6.1,Other,53922,Other,en,27.7,600896,96.0,2014,7,10,0,6.2
179,178,1.0,0.0,0.0,0.0,Self/less,26000000.0,Other,USA,Other,Action,PG-13,6.5,Other,71655,Other,en,66.1,30523226,116.5,2015,7,10,0,6.6
180,179,1.0,0.0,1.0,0.0,Mirror Mirror,85000000.0,Other,USA,Other,Adventure,PG,5.6,Other,75842,Other,en,48.1,183018522,106.0,2012,3,30,0,5.9
181,180,1.0,0.0,1.0,0.0,Brooklyn's Finest,17000000.0,Other,USA,Other,Crime,R,6.7,Other,55476,Other,en,18.8,29536299,132.5,2010,3,5,0,7.1
182,181,1.0,0.0,0.0,0.0,Wish I Was Here,6000000.0,Other,USA,Other,Comedy,R,6.7,Other,32575,Other,en,15.0,5483299,113.0,2014,7,25,0,6.2
183,182,1.0,0.0,0.0,1.0,Chicken Little,150000000.0,Walt Disney Pictures,USA,Other,Animation,G,5.8,Other,71197,Other,en,48.0,314432665,81.0,2005,11,4,0,6.0
184,183,1.0,0.0,0.0,0.0,Fun with Dick and Jane,100000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.1,Other,117837,Other,en,25.2,202026112,90.0,2005,12,21,0,6.2
185,184,1.0,0.0,0.0,0.0,Johnny English Reborn,45000000.0,Universal Pictures,USA,Other,Action,PG,6.3,Other,96743,Other,en,35.7,160078586,101.0,2011,10,21,0,5.9
186,185,1.0,0.0,0.0,0.0,Chloe,11000000.0,Other,USA,Other,Drama,R,6.3,Other,60760,Other,en,26.4,8459458,96.0,2010,3,26,0,6.0
187,186,1.0,0.0,0.0,0.0,Heartbreakers,35000000.0,Other,USA,Other,Comedy,PG-13,6.2,Other,46527,Other,en,13.9,0,123.0,2001,3,23,0,6.1
188,187,1.0,0.0,0.0,0.0,Romeo Must Die,25000000.0,Warner Bros.,USA,Other,Action,R,6.1,Other,60144,Other,en,19.8,91036760,115.0,2000,3,22,0,6.0
189,188,1.0,0.0,0.0,0.0,Ghost Rider,110000000.0,Columbia Pictures Corporation,USA,Other,Action,PG-13,5.2,Nicolas Cage,195876,Other,en,46.8,228738393,114.0,2007,2,16,0,5.7
190,189,1.0,0.0,0.0,0.0,Jupiter Ascending,176000000.0,Warner Bros.,USA,Other,Action,PG-13,5.3,Other,156299,Other,en,85.4,183987723,125.5,2015,2,6,0,6.1
191,190,1.0,0.0,0.0,0.0,Nacho Libre,32000000.0,Paramount Pictures,Germany,Other,Comedy,PG,5.7,Other,70080,Other,en,14.6,80197993,92.0,2006,6,16,0,7.8
192,191,1.0,0.0,0.0,0.0,Dinner for Schmucks,69000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,5.9,Other,85182,Other,en,11.0,86387857,114.0,2010,7,30,1,6.9
193,192,1.0,0.0,0.0,0.0,School Daze,6500000.0,Columbia Pictures Corporation,USA,Spike Lee,Comedy,R,5.8,Other,5068,Other,en,3.2,0,121.0,1988,2,12,1,6.6
194,193,1.0,0.0,0.0,0.0,Resident Evil: Afterlife,60000000.0,Other,Germany,Other,Action,R,5.9,Other,145070,Other,en,2.1,300228084,96.5,2010,9,10,0,6.4
195,194,1.0,0.0,0.0,0.0,The Time Machine,80000000.0,Warner Bros.,USA,Other,Action,PG-13,5.9,Other,108683,Other,en,26.0,123729176,96.0,2002,3,8,0,6.6
196,195,1.0,0.0,0.0,0.0,Looney Tunes: Back in Action,80000000.0,Warner Bros.,Germany,Other,Animation,PG,5.7,Other,27150,Other,en,16.7,68514844,95.0,2003,11,14,1,7.1
197,196,1.0,0.0,0.0,0.0,The Tourist,100000000.0,Other,USA,Other,Action,PG-13,6.0,Johnny Depp,192075,Other,en,41.4,278731369,103.0,2010,12,10,0,6.5
198,197,1.0,0.0,0.0,0.0,What a Girl Wants,20000000.0,Warner Bros.,USA,Other,Comedy,PG,5.8,Other,51615,Other,en,7.1,0,105.0,2003,4,4,0,6.2
199,198,1.0,0.0,0.0,0.0,Race to Witch Mountain,65000000.0,Walt Disney Pictures,USA,Other,Action,PG,5.7,Other,47259,Other,en,23.9,106303988,98.0,2009,3,13,1,6.5
200,199,1.0,0.0,1.0,0.0,A Night at the Roxbury,17000000.0,Other,USA,Other,Comedy,PG-13,6.2,Other,50967,Other,en,12.7,30331165,81.5,1998,10,2,0,6.2
201,200,1.0,0.0,0.0,0.0,We Are Your Friends,2000000.0,Other,UK,Other,Drama,R,6.2,Other,28353,Other,en,28.8,11122090,96.0,2015,8,28,0,6.2
202,201,1.0,0.0,0.0,0.0,The Rugrats Movie,24000000.0,Paramount Pictures,USA,Other,Animation,G,5.9,Other,15330,Other,en,8.0,100491683,79.0,1998,11,20,0,6.3
203,202,1.0,0.0,0.0,0.0,Earth to Echo,13000000.0,Other,USA,Other,Adventure,PG,5.8,Other,17047,Other,en,17.4,45300000,90.0,2014,7,2,1,6.8
204,203,1.0,0.0,0.0,0.0,40 Days and 40 Nights,17000000.0,Miramax,USA,Other,Comedy,R,5.6,Other,64762,Other,en,14.2,0,95.0,2002,3,1,0,6.4
205,204,1.0,0.0,0.0,0.0,Ninja Assassin,40000000.0,Warner Bros.,Germany,Other,Action,R,6.4,Other,61358,Other,en,19.1,60462347,99.0,2009,11,25,1,6.4
206,205,1.0,0.0,0.0,0.0,"As Above, So Below",5000000.0,Other,USA,Other,Horror,R,6.2,Other,58109,Other,en,26.5,40100000,93.0,2014,8,29,0,7.6
207,206,1.0,0.0,0.0,0.0,Concussion,35000000.0,Other,UK,Other,Biography,PG-13,7.1,Other,65452,Other,en,35.1,50363790,123.0,2015,12,25,0,6.5
208,207,1.0,0.0,1.0,0.0,The Core,60000000.0,Paramount Pictures,USA,Other,Action,PG-13,5.5,Other,81774,Other,en,29.2,74208267,135.5,2003,3,28,1,6.5
209,208,1.0,0.0,0.0,0.0,Secret in Their Eyes,19500000.0,Other,USA,Other,Crime,PG-13,6.2,Other,29590,Other,en,15.0,34854990,111.0,2015,11,20,0,6.2
210,209,1.0,0.0,0.0,0.0,Don't Be Afraid of the Dark,25000000.0,Miramax,USA,Other,Fantasy,R,5.6,Other,42886,Other,en,14.6,36993168,99.0,2011,8,26,0,6.3
211,210,1.0,0.0,0.0,0.0,Scary Movie 2,45000000.0,Other,USA,Other,Comedy,R,5.3,Other,128863,Other,en,35.4,141220678,83.0,2001,7,4,0,6.9
212,211,1.0,0.0,0.0,0.0,Failure to Launch,50000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,5.6,Other,62737,Other,en,18.8,88715192,97.0,2006,3,10,0,6.3
213,212,1.0,0.0,0.0,0.0,The Bounty Hunter,40000000.0,Columbia Pictures,USA,Other,Action,PG-13,5.5,Other,104726,Other,en,33.7,136000000,110.0,2010,3,19,0,6.3
214,213,1.0,0.0,0.0,0.0,Guess Who,35000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,5.9,Other,35728,Other,en,3.7,68915888,105.0,2005,3,25,0,6.1
215,214,1.0,0.0,0.0,0.0,Valentine's Day,52000000.0,New Line Cinema,USA,Other,Comedy,PG-13,5.7,Other,101583,Other,en,25.4,216485654,125.0,2010,2,12,0,6.1
216,215,1.0,0.0,0.0,0.0,Raising Cain,12000000.0,Other,USA,Other,Crime,R,6.0,Other,11057,Other,en,7.6,37170057,91.0,1992,8,7,0,6.1
217,216,1.0,0.0,0.0,0.0,Hop,63000000.0,Universal Pictures,USA,Other,Animation,PG,5.5,Other,26374,Other,en,16.8,183953723,97.5,2011,4,1,0,6.0
218,217,1.0,0.0,0.0,0.0,The Peacemaker,50000000.0,DreamWorks,USA,Other,Action,R,5.9,George Clooney,48731,Other,en,15.9,0,124.0,1997,9,26,1,6.7
219,218,1.0,0.0,0.0,0.0,The Final Destination,40000000.0,New Line Cinema,USA,Other,Horror,R,5.2,Other,82105,Other,en,32.5,186167139,82.0,2009,8,28,0,6.0
220,219,1.0,0.0,0.0,0.0,Tusk,3000000.0,Other,USA,Kevin Smith,Comedy,R,5.4,Other,35922,Kevin Smith,en,15.8,1826705,102.0,2014,9,19,1,8.9
221,220,1.0,0.0,0.0,0.0,Cirque du Freak: The Vampire's Assistant,40000000.0,Universal Pictures,USA,Other,Action,PG-13,5.9,Other,38207,Other,en,16.4,28169671,104.5,2009,10,23,0,6.0
222,221,1.0,0.0,0.0,0.0,Drillbit Taylor,40000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,5.7,Other,52829,Other,en,15.1,0,106.0,2008,3,21,0,6.2
223,222,1.0,0.0,0.0,0.0,Cop Out,37000000.0,Warner Bros.,USA,Kevin Smith,Action,R,5.6,Bruce Willis,78668,Other,en,25.8,55583804,107.0,2010,2,26,0,6.1
224,223,1.0,0.0,0.0,0.0,The Green Inferno,6000000.0,Other,USA,Other,Adventure,R,5.3,Other,28690,Other,en,17.8,6833445,100.0,2015,9,25,0,6.6
225,224,1.0,0.0,0.0,0.0,The Vatican Tapes,8000000.0,Other,USA,Other,Horror,PG-13,5.1,Other,13548,Other,en,10.5,1784763,91.0,2015,8,7,1,9.6
226,225,1.0,0.0,0.0,0.0,House at the End of the Street,6900000.0,Other,Canada,Other,Drama,PG-13,5.6,Other,62702,Other,en,25.6,44287131,101.0,2012,9,21,2,7.8
227,226,1.0,0.0,0.0,0.0,Dream House,55000000.0,Other,USA,Other,Drama,PG-13,6.0,Other,55194,Other,en,19.3,38502340,84.0,2011,9,30,0,6.5
228,227,1.0,0.0,0.0,0.0,Country Strong,15000000.0,Other,USA,Other,Drama,PG-13,6.3,Other,15558,Other,en,7.8,20529194,117.0,2011,1,7,1,7.0
229,228,1.0,0.0,0.0,0.0,Carrie,30000000.0,Metro Goldwyn Mayer,USA,Other,Drama,R,5.9,Other,117289,Other,en,63.8,82394288,100.0,2013,10,18,0,6.8
230,229,1.0,0.0,1.0,0.0,Sleepover,10000000.0,Metro Goldwyn Mayer,USA,Other,Comedy,PG,5.3,Other,13534,Other,en,5.8,0,89.0,2004,7,9,0,6.8
231,230,1.0,0.0,0.0,0.0,Rugrats Go Wild,25000000.0,Other,USA,Other,Animation,PG,5.6,Other,6266,Other,en,8.3,0,92.0,2003,6,13,0,7.1
232,231,1.0,0.0,0.0,0.0,Sinister 2,10000000.0,Other,USA,Other,Horror,R,5.3,Other,34304,Other,en,26.1,52882018,97.0,2015,8,21,1,6.7
233,232,1.0,0.0,0.0,0.0,A Haunted House,2500000.0,Other,USA,Other,Comedy,R,5.1,Other,37674,Other,en,18.7,60141683,86.0,2013,1,11,0,6.4
234,233,1.0,0.0,1.0,0.0,"The Goods: Live Hard, Sell Hard",10000000.0,Other,USA,Other,Comedy,R,5.8,Other,18419,Other,en,3.4,0,89.5,2009,8,14,1,6.3
235,234,1.0,0.0,0.0,0.0,Sex and the City 2,100000000.0,New Line Cinema,USA,Other,Comedy,R,4.4,Other,64125,Other,en,18.3,288347692,146.0,2010,5,27,1,6.7
236,235,1.0,0.0,0.0,0.0,Apollo 18,5000000.0,Other,USA,Other,Horror,PG-13,5.2,Other,49464,Other,en,17.0,25562924,86.0,2011,9,2,1,6.8
237,236,1.0,0.0,0.0,0.0,Chernobyl Diaries,1000000.0,Other,USA,Other,Horror,R,5.0,Other,56154,Other,en,20.6,18112929,87.0,2012,5,25,0,6.2
238,237,1.0,1.0,0.0,0.0,The Cat in the Hat,109000000.0,Universal Pictures,USA,Other,Adventure,PG,3.8,Other,39863,Other,en,18.3,0,82.0,2003,11,21,0,6.2
239,238,1.0,0.0,1.0,0.0,Soul Plane,16000000.0,Metro Goldwyn Mayer,USA,Other,Comedy,R,4.4,Other,19312,Other,en,9.4,14822346,86.0,2004,5,28,0,6.4
240,239,1.0,0.0,0.0,0.0,The Last Airbender,150000000.0,Paramount Pictures,USA,Other,Action,PG,4.2,Other,128618,M. Night Shyamalan,en,33.8,318502923,103.0,2010,7,1,0,6.7
241,240,1.0,0.0,0.0,0.0,Snow Day,13000000.0,Other,USA,Other,Adventure,PG,5.0,Other,9980,Other,en,8.0,0,89.0,2000,2,11,0,6.2
242,241,1.0,0.0,1.0,0.0,Screwed,10000000.0,Universal Pictures,USA,Other,Comedy,PG-13,5.7,Other,7309,Other,en,5.4,0,81.0,2000,5,12,0,6.2
243,242,1.0,0.0,0.0,0.0,The Roommate,16000000.0,Other,USA,Other,Drama,PG-13,4.9,Other,31165,Other,en,11.8,40492759,95.5,2011,2,4,0,6.3
244,243,1.0,0.0,0.0,0.0,The Watcher,30000000.0,Other,USA,Other,Crime,R,5.3,Other,23233,Other,en,7.3,0,96.5,2000,9,8,0,8.0
245,244,1.0,0.0,0.0,0.0,Shorts,40000000.0,Warner Bros.,USA,Other,Comedy,PG,4.8,Other,5689,Other,en,4.1,28972508,89.0,2009,8,21,0,6.1
246,245,1.0,0.0,1.0,0.0,The Love Guru,62000000.0,Paramount Pictures,UK,Other,Comedy,PG-13,3.8,Other,45256,Other,en,13.2,41819064,87.0,2008,6,20,1,6.6
247,246,1.0,0.0,0.0,0.0,Zoom,35000000.0,Other,USA,Other,Action,PG,4.3,Other,16250,Other,en,10.3,12506188,91.5,2006,8,11,0,6.7
248,247,1.0,0.0,0.0,0.0,The Devil Inside,750000.0,Other,USA,Other,Horror,R,4.2,Other,32119,Other,en,13.2,101758490,83.0,2012,1,6,0,6.7
249,248,0.0,1.0,0.0,0.0,The Dark Knight,185000000.0,Warner Bros.,USA,Other,Action,PG-13,9.0,Other,1851573,Other,en,187.3,1004558444,152.0,2008,7,18,0,6.0
250,249,0.0,1.0,0.0,0.0,Good Will Hunting,10000000.0,Other,USA,Other,Drama,R,8.3,Other,678682,Other,en,43.7,225933435,126.0,1998,1,9,0,6.0
251,250,0.0,1.0,0.0,0.0,The Green Mile,60000000.0,Other,USA,Other,Crime,R,8.5,Tom Hanks,883972,Stephen King,en,103.7,284600000,189.0,1999,12,10,0,6.4
252,251,0.0,1.0,0.0,0.0,Batman Begins,150000000.0,Warner Bros.,USA,Other,Action,PG-13,8.3,Other,1083327,Other,en,115.0,374218673,146.0,2005,6,15,0,5.9
253,252,0.0,1.0,0.0,0.0,Kill Bill: Vol. 1,30000000.0,Miramax,USA,Other,Action,R,8.1,Other,812036,Quentin Tarantino,en,79.8,180949000,111.0,2003,10,10,0,6.8
254,253,0.0,1.0,1.0,0.0,Zombieland,23600000.0,Columbia Pictures,USA,Other,Adventure,R,7.7,Other,422751,Other,en,57.3,102391382,88.0,2009,10,2,0,6.2
255,254,0.0,1.0,0.0,0.0,Kill Bill: Vol. 2,30000000.0,Miramax,USA,Other,Action,R,8.0,Other,559456,Quentin Tarantino,en,50.6,152159461,136.5,2004,4,16,0,6.0
256,255,0.0,1.0,1.0,0.0,True Grit,38000000.0,Paramount Pictures,USA,Other,Adventure,PG-13,7.6,Other,261523,Joel Coen,en,49.3,252276927,110.0,2010,12,22,0,6.1
257,256,0.0,1.0,0.0,0.0,Akira,8000000.0,Other,Japan,Other,Animation,R,8.1,Other,119520,Other,Other,39.3,553171,124.0,1988,7,16,0,6.2
258,257,0.0,1.0,0.0,0.0,50/50,8000000.0,Other,USA,Other,Comedy,R,7.7,Other,286936,Other,en,33.4,39187783,100.0,2011,9,30,0,5.9
259,258,0.0,1.0,0.0,0.0,The Conjuring,20000000.0,New Line Cinema,USA,Other,Horror,R,7.5,Other,345962,Other,en,50.0,318000141,112.0,2013,7,19,0,6.1
260,259,0.0,1.0,1.0,0.0,Up in the Air,25000000.0,Paramount Pictures,USA,Other,Drama,R,7.4,George Clooney,284703,Other,en,33.7,163670000,109.0,2009,12,23,0,6.2
261,260,0.0,1.0,1.0,0.0,The Cabin in the Woods,30000000.0,Other,USA,Other,Horror,R,7.0,Other,306407,Other,en,74.0,66486080,95.0,2012,4,13,0,6.2
262,261,0.0,1.0,1.0,0.0,Super 8,50000000.0,Paramount Pictures,USA,Other,Mystery,PG-13,7.0,Other,306091,Other,en,37.1,260095987,112.0,2011,6,10,0,6.6
263,262,0.0,1.0,1.0,0.0,Rango,135000000.0,Paramount Pictures,USA,Other,Animation,PG,7.2,Johnny Depp,200318,Other,en,29.9,245724603,107.0,2011,3,4,0,6.0
264,263,0.0,1.0,0.0,0.0,The Host,40000000.0,Other,USA,Other,Action,PG-13,5.9,Other,99215,Other,Other,27.7,88489643,122.0,2013,3,29,0,6.1
265,264,0.0,1.0,0.0,0.0,Volver,12899867.0,Other,Spain,Other,Comedy,R,7.6,Other,82384,Other,Other,19.7,85582407,121.0,2007,1,26,0,6.5
266,265,0.0,1.0,1.0,0.0,We Need to Talk About Kevin,7000000.0,Other,UK,Other,Drama,R,7.5,Other,109269,Other,en,21.3,6038942,112.0,2012,1,13,0,10.7
267,266,0.0,1.0,0.0,0.0,Let Me In,20000000.0,Other,UK,Other,Drama,R,7.2,Other,99807,Other,en,19.7,24145613,116.0,2010,10,1,1,10.0
268,267,0.0,1.0,0.0,0.0,Megamind,130000000.0,Other,USA,Other,Animation,PG,7.3,Other,190152,Other,en,68.8,321887208,95.0,2010,11,5,2,9.5
269,268,0.0,1.0,0.0,0.0,The Full Monty,3500000.0,Other,UK,Other,Comedy,R,7.2,Other,87356,Other,en,17.0,257850122,91.0,1997,9,19,2,7.8
270,269,0.0,1.0,0.0,0.0,Chicken Run,45000000.0,Other,UK,Other,Animation,G,7.0,Other,151546,Other,en,31.8,224834564,84.0,2000,6,23,1,6.8
271,270,0.0,1.0,0.0,0.0,Swingers,200000.0,Other,USA,Other,Comedy,R,7.3,Other,67542,Other,en,14.0,4505922,95.0,1997,4,11,1,6.7
272,271,0.0,1.0,0.0,0.0,Notes on a Scandal,15000000.0,Other,UK,Other,Crime,R,7.4,Other,67544,Other,en,12.6,49469904,92.0,2007,1,26,1,6.7
273,272,0.0,1.0,1.0,0.0,Star Trek VI: The Undiscovered Country,30000000.0,Paramount Pictures,USA,Other,Action,PG,7.2,Other,59980,Other,en,16.2,96900000,113.0,1991,12,6,1,6.8
274,273,0.0,1.0,0.0,0.0,The Prince of Egypt,70000000.0,Other,USA,Other,Animation,PG,7.0,Other,99176,Other,en,29.5,218613188,99.0,1998,12,18,0,6.9
275,274,0.0,1.0,0.0,0.0,Phone Booth,13000000.0,Fox 2000 Pictures,USA,Joel Schumacher,Crime,R,7.1,Other,222988,Other,en,38.0,97837138,81.0,2003,4,4,1,6.8
276,275,0.0,1.0,0.0,0.0,Gods and Monsters,3500000.0,Other,USA,Other,Biography,R,7.5,Other,26131,Other,en,5.6,6451628,105.0,1998,11,4,0,6.4
277,276,0.0,1.0,0.0,0.0,Bend It Like Beckham,3500159.0,Other,UK,Other,Comedy,PG-13,6.7,Other,94978,Other,en,22.1,76578641,112.0,2003,8,1,0,6.4
278,277,0.0,1.0,0.0,0.0,The Book of Eli,80000000.0,Other,USA,Other,Action,R,6.9,Denzel Washington,248597,Other,en,32.4,157107755,118.0,2010,1,15,0,7.0
279,278,0.0,1.0,1.0,0.0,The Messenger,6500000.0,Other,USA,Other,Drama,R,7.2,Other,31012,Other,en,8.4,1521261,113.0,2009,12,4,1,6.0
280,279,0.0,1.0,0.0,0.0,Antz,105000000.0,DreamWorks,USA,Other,Animation,PG,6.6,Other,132668,Other,en,41.5,171757863,83.0,1998,10,2,0,6.2
281,280,0.0,1.0,1.0,0.0,The Next Three Days,35000000.0,Other,USA,Other,Crime,PG-13,7.4,Other,156263,Other,en,34.4,51148651,133.0,2010,11,19,0,7.1
282,281,0.0,1.0,0.0,0.0,Kinsey,11000000.0,Other,USA,Other,Biography,R,7.1,Other,44163,Other,en,6.8,0,118.0,2005,1,7,0,6.4
283,282,0.0,1.0,0.0,0.0,Spirit: Stallion of the Cimarron,80000000.0,Other,USA,Other,Animation,G,7.1,Matt Damon,50997,Other,en,41.7,122563539,83.0,2002,5,24,0,6.5
284,283,0.0,1.0,0.0,0.0,Monster House,75000000.0,Columbia Pictures,USA,Other,Animation,PG,6.6,Other,80386,Other,en,36.4,140175006,91.0,2006,7,21,1,6.4
285,284,0.0,1.0,0.0,0.0,Get Smart,80000000.0,Warner Bros.,USA,Other,Action,PG-13,6.5,Other,177893,Other,en,23.5,230685453,110.0,2008,6,20,0,6.4
286,285,0.0,1.0,0.0,0.0,Killer Joe,11000000.0,Other,USA,Other,Crime,R,6.7,Other,63759,Other,en,16.4,3665069,102.0,2012,6,29,0,6.1
287,286,0.0,1.0,0.0,0.0,Oculus,5000000.0,Other,USA,Other,Horror,R,6.5,Other,96737,Other,en,35.9,44030246,104.0,2014,4,11,0,6.1
288,287,0.0,1.0,1.0,0.0,Arbitrage,12000000.0,Other,USA,Other,Drama,R,6.6,Other,44490,Other,en,16.4,35485056,103.5,2012,9,14,0,6.3
289,288,0.0,1.0,1.0,0.0,The Cooler,3200000.0,Other,USA,Other,Crime,R,7.0,Other,29638,Other,en,10.0,0,101.0,2004,1,16,1,6.2
290,289,0.0,1.0,0.0,0.0,The Road to El Dorado,95000000.0,Other,USA,Other,Animation,PG,6.9,Other,66644,Other,en,37.1,76432727,89.0,2000,3,31,1,6.3
291,290,0.0,1.0,1.0,0.0,Transformers: Dark of the Moon,195000000.0,Paramount Pictures,USA,Michael Bay,Action,PG-13,6.3,Other,348968,Ehren Kruger,en,28.5,1123746996,154.0,2011,6,29,0,6.3
292,291,0.0,1.0,1.0,0.0,No Strings Attached,25000000.0,Paramount Pictures,USA,Other,Comedy,R,6.2,Other,183175,Other,en,38.7,147780440,107.5,2011,1,21,0,6.2
293,292,0.0,1.0,0.0,0.0,Soul Food,7500000.0,Fox 2000 Pictures,USA,Other,Comedy,R,7.0,Other,5780,Other,en,4.1,0,114.5,1997,9,26,1,6.6
